"cim","price","infosor","felszereltseg","diler","link","leiras"
"MERCEDES-BENZ B 180 d Style 7G-DCT ÁFA-s.4év ISP Garancia","7.490.000 Ft","? km-re  ·  2016/10  ·  Dízel  ·  1461 cm³  ·  80 kW (109 LE)  ·  10 906 km","GARANCIÁLIS#ALUFELNI#ASR#AUTOMATA#ÁLLÍTHATÓ KORMÁNY#CD-RÁDIÓ#CENTRÁLZÁR#ESP#FŰTHETŐ ÜLÉS#GPS#ISOFIX#KLÍMA#KÖDLÁMPA#LÉGZSÁK#MULTI KORMÁNY#PARKRADAR#RADAR#SZÍNEZETT ÜVEG#TEMPOMAT","","https://www.hasznaltauto.hu/auto/mercedes-benz/b_180/mercedes-benz_b_180_d_style_7g-dct_afa-s.4ev_isp_garancia-11857025","
						MAGYARORSZÁGI, BEMUTATÓAUTÓ, 4 ÉV VAGY 120.000 KM GARANCIA ÉS KARBANTARTÁS, A VÉTELÁRRÓ... (hirdetéskód: 11857025)
					"
"MERCEDES-BENZ B 180 d Style 7G-DCT Mo-i. Áfá-s. 1 tulajdonos. ISP","7.490.000 Ft","? km-re  ·  2016/11  ·  Dízel  ·  1461 cm³  ·  80 kW (109 LE)  ·  7 450 km","GARANCIÁLIS#ASR#ESP#CENTRÁLZÁR#ISOFIX#ALUFELNI#AUTOMATA#ÁLLÍTHATÓ KORMÁNY#BLUETOOTH#CD-RÁDIÓ#FŰTHETŐ TÜKÖR#FŰTHETŐ ÜLÉS#KIHANGOSÍTÓ#KLÍMA#KÖDLÁMPA#LÉGZSÁK#MULTI KORMÁNY#PARKRADAR#RADAR#SZÍNEZETT ÜVEG#TEMPOMAT#VISSZAGURULÁS-GÁTLÓ","","https://www.hasznaltauto.hu/auto/mercedes-benz/b_180/mercedes-benz_b_180_d_style_7g-dct_mo-i._afa-s._1_tulajdonos._isp-11786465","
						Éjfekete unifényezés, ECO Start Stop funkció, Tirefit abroncsjavító készlet, Live Traff... (hirdetéskód: 11786465)
					"
"MERCEDES-BENZ B 180 d Urban 7G-DCT Mo-i. 1 tulajdonos. GARI. ISP","7.490.000 Ft","? km-re  ·  2016/4  ·  Dízel  ·  1461 cm³  ·  80 kW (109 LE)  ·  33 806 km","GARANCIÁLIS#ASR#ESP#CENTRÁLZÁR#ISOFIX#ALUFELNI#AUTOMATA#ÁLLÍTHATÓ KORMÁNY#BLUETOOTH#CD-RÁDIÓ#FŰTHETŐ TÜKÖR#FŰTHETŐ ÜLÉS#GPS#KIHANGOSÍTÓ#KLÍMA#KÖDLÁMPA#LÉGZSÁK#MULTI KORMÁNY#PARKRADAR#RADAR#SZÍNEZETT ÜVEG#TEMPOMAT#VISSZAGURULÁS-GÁTLÓ","","https://www.hasznaltauto.hu/auto/mercedes-benz/b_180/mercedes-benz_b_180_d_urban_7g-dct_mo-i._1_tulajdonos._gari._isp-11401606","
						magyarországi, vezetett szervizkönyves, első tulajdonostól, Polár-ezüst metálfényezés F... (hirdetéskód: 11401606)
					"
"MERCEDES-BENZ B 200 AMG Line Áfás.Garancia. ISP!","7.490.000 Ft","? km-re  ·  2016/7  ·  Benzin  ·  1595 cm³  ·  115 kW (156 LE)  ·  34 918 km","GARANCIÁLIS#ALUFELNI#ASR#ÁLLÍTHATÓ KORMÁNY#BLUETOOTH#CD-RÁDIÓ#CENTRÁLZÁR#ESP#FŰTHETŐ TÜKÖR#FŰTHETŐ ÜLÉS#GPS#HIFI#ISOFIX#KLÍMA#LÉGZSÁK#MEMO ÜLÉS#MULTI KORMÁNY#PARKRADAR#RADAR#SZÍNEZETT ÜVEG#TEMPOMAT#USB#VISSZAGURULÁS-GÁTLÓ","","https://www.hasznaltauto.hu/auto/mercedes-benz/b_200/mercedes-benz_b_200_amg_line_afas.garancia._isp-11630529","
						ÁFA VISSZAIGÉNYLÉSI LEHETŐSÉG, NYÍLTVÉGŰ LÍZING ESETÉN, CÉGEKNEK ÉS EGYÉNI VÁLLALKOZÓKN... (hirdetéskód: 11630529)
					"
"MERCEDES-BENZ CLA 180 Urban","7.490.000 Ft","? km-re  ·  2016/7  ·  Benzin  ·  1595 cm³  ·  90 kW (122 LE)  ·  41 980 km","GARANCIÁLIS#ALUFELNI#ASR#ÁLLÍTHATÓ KORMÁNY#BLUETOOTH#CD-RÁDIÓ#CENTRÁLZÁR#ESP#FŰTHETŐ SZÉLVÉDŐ#FŰTHETŐ TÜKÖR#FŰTHETŐ ÜLÉS#GPS#HIFI#ISOFIX#KIHANGOSÍTÓ#KLÍMA#KULCSNÉLKÜLI INDÍTÁS#LÉGZSÁK#MEMO ÜLÉS#MULTI KORMÁNY#PARKRADAR#RADAR#RÁDIÓ#SZÍNEZETT ÜVEG#TEMPOMAT#USB","","https://www.hasznaltauto.hu/auto/mercedes-benz/cla_180/mercedes-benz_cla_180_urban-11469372","
						Eladó egy Mercedes-Benz CLA 180 Shooting Brake! Az autó 2016 júliusában lett üzembe hel... (hirdetéskód: 11469372)
					"
"MERCEDES-BENZ E 220 CDI BlueEFF. Classic 7G-TRONIC Áfás.AMG csomag","7.490.000 Ft","? km-re  ·  2013/11  ·  Dízel  ·  2143 cm³  ·  125 kW (170 LE)  ·  77 679 km","GARANCIÁLIS#ASR#ESP#CENTRÁLZÁR#ISOFIX#ALUFELNI#AUTOMATA#ÁLLÍTHATÓ KORMÁNY#BI-XENON#BLUETOOTH#CD-RÁDIÓ#FŰTHETŐ TÜKÖR#FŰTHETŐ ÜLÉS#GPS#KIHANGOSÍTÓ#KLÍMA#KÖDLÁMPA#LÉGZSÁK#MULTI KORMÁNY#PARKRADAR#PÓTKERÉK#RADAR#SPORTFUTÓMŰ#SZÍNEZETT ÜVEG#TEMPOMAT#VISSZAGURULÁS-GÁTLÓ","","https://www.hasznaltauto.hu/auto/mercedes-benz/e_220/mercedes-benz_e_220_cdi_blueeff._classic_7g-tronic_afas.amg_csomag-11820885","
						magyarorsági, vezetett szervizkönyves, első tulajdonostól, lakkfekete fényezés, fekete-... (hirdetéskód: 11820885)
					"
"MERCEDES-BENZ C 220 BlueTEC d 7G-TRONIC Garanciás.Friss szervíz","7.555.000 Ft","? km-re  ·  2014/7  ·  Dízel  ·  2143 cm³  ·  125 kW (170 LE)  ·  62 019 km","GARANCIÁLIS#ALUFELNI#ASR#AUTOMATA#ÁLLÍTHATÓ KORMÁNY#BLUETOOTH#CD-RÁDIÓ#CENTRÁLZÁR#ESP#FŰTHETŐ ÜLÉS#GPS#ISOFIX#KLÍMA#KÖDLÁMPA#LÉGZSÁK#MULTI KORMÁNY#PARKRADAR#RADAR#SZÍNEZETT ÜVEG#TEMPOMAT","","https://www.hasznaltauto.hu/auto/mercedes-benz/c_220/mercedes-benz_c_220_bluetec_d_7g-tronic_garancias.friss_szerviz-11959647","
						GARANCIÁLIS, PAPPAS AUTO-NÁL FRISSEN SZERVIZELVE, AKÁR +1 ÉV PAPPAS EUROPA GARANCIÁVAL!... (hirdetéskód: 11959647)
					"
"MERCEDES-BENZ A 180 CDI (BlueEFFICIENCY) Urban 7G-DCT Mo-i vezetett szervizkönyv","7.590.000 Ft","? km-re  ·  2016/4  ·  Dízel  ·  1461 cm³  ·  80 kW (109 LE)  ·  45 000 km","GARANCIÁLIS#ALUFELNI#ASR#AUTOMATA#ÁLLÍTHATÓ KORMÁNY#BLUETOOTH#CD-RÁDIÓ#CENTRÁLZÁR#ESP#FŰTHETŐ TÜKÖR#FŰTHETŐ ÜLÉS#GPS#ISOFIX#KLÍMA#LÉGZSÁK#MULTI KORMÁNY#PARKRADAR#SZÍNEZETT ÜVEG#TEMPOMAT#USB#VISSZAGURULÁS-GÁTLÓ","","https://www.hasznaltauto.hu/auto/mercedes-benz/a_180/mercedes-benz_a_180_cdi_blueefficiency_urban_7g-dct_mo-i_vezetett_szervizkonyv-11352976","
						Mercedes márkakereskedésből, Night csomag, üléskomfort csomag, világítás csomag, tároló... (hirdetéskód: 11352976)
					"
"MERCEDES-BENZ B 180 d Style 7G-DCT Hibátlan Állapot!","7.590.000 Ft","? km-re  ·  2016/10  ·  Dízel  ·  1461 cm³  ·  80 kW (109 LE)  ·  15 877 km","GARANCIÁLIS#ALUFELNI#ASR#ÁLLÍTHATÓ KORMÁNY#BLUETOOTH#CD-RÁDIÓ#CENTRÁLZÁR#ESP#FŰTHETŐ SZÉLVÉDŐ#FŰTHETŐ TÜKÖR#FŰTHETŐ ÜLÉS#ISOFIX#KIHANGOSÍTÓ#KLÍMA#KÖDLÁMPA#LÉGZSÁK#MULTI KORMÁNY#PARKRADAR#RADAR#RÁDIÓ#TEMPOMAT#USB#VISSZAGURULÁS-GÁTLÓ","","https://www.hasznaltauto.hu/auto/mercedes-benz/b_180/mercedes-benz_b_180_d_style_7g-dct_hibatlan_allapot-12079611","
						Eladó egy rendkívül gyönyörű állapotban lévő Mercedes-Benz B 180d. Az autó a kecskeméti... (hirdetéskód: 12079611)
					"
"MERCEDES-BENZ B 180 d Style 7G-DCT Hibátlan Állapot!","7.590.000 Ft","? km-re  ·  2016/10  ·  Dízel  ·  1461 cm³  ·  80 kW (109 LE)  ·  11 168 km","GARANCIÁLIS#ALUFELNI#ASR#ÁLLÍTHATÓ KORMÁNY#BLUETOOTH#CD-RÁDIÓ#CENTRÁLZÁR#ESP#FŰTHETŐ SZÉLVÉDŐ#FŰTHETŐ TÜKÖR#FŰTHETŐ ÜLÉS#ISOFIX#KIHANGOSÍTÓ#KLÍMA#KÖDLÁMPA#LÉGZSÁK#MULTI KORMÁNY#PARKRADAR#RADAR#RÁDIÓ#TEMPOMAT#USB#VISSZAGURULÁS-GÁTLÓ#VONÓHOROG","","https://www.hasznaltauto.hu/auto/mercedes-benz/b_180/mercedes-benz_b_180_d_style_7g-dct_hibatlan_allapot-12079583","
						Eladó egy rendkívül gyönyörű állapotban lévő Mercedes-Benz B 180d. Az autó a kecskeméti... (hirdetéskód: 12079583)
					"
