"cim","price","infosor","felszereltseg","diler","link","leiras"
"VOLVO S80 2.0 D [D3] Momentum Geartronic AKCIÓS ÁR!","4.990.000 Ft","? km-re  ·  2012/3  ·  Dízel  ·  1984 cm³  ·  120 kW (163 LE)  ·  126 900 km","GARANCIÁLIS#ALUFELNI#ASR#AUTOMATA#ÁLLÍTHATÓ KORMÁNY#BLUETOOTH#BŐR#CD-RÁDIÓ#CENTRÁLZÁR#DVD#ESP#FŰTHETŐ TÜKÖR#FŰTHETŐ ÜLÉS#GPS#HIFI#KLÍMA#KÖDLÁMPA#LÉGZSÁK#MEMO ÜLÉS#MULTI KORMÁNY#PARKRADAR#RADAR#SZÍNEZETT ÜVEG#TEMPOMAT#USB#XENON","","https://www.hasznaltauto.hu/auto/volvo/s80/volvo_s80_2.0_d_d3_momentum_geartronic_akcios_ar-9561449","
						AKCIÓS ÁR! 2 ÉV műszaki vizsgával kerül átadásra! Használt autó az Ivanics Kft-től gara... (hirdetéskód: 9561449)
					"
"OPEL ZAFIRA Tourer 1.6 CDTI Edition (7 személyes ) Opel Zafira","4.999.000 Ft","? km-re  ·  2016/7  ·  Dízel  ·  1598 cm³  ·  88 kW (120 LE)  ·  52 000 km","GARANCIÁLIS#ALUFELNI#ASR#ÁLLÍTHATÓ KORMÁNY#BI-XENON#BLUETOOTH#CD-RÁDIÓ#ESP#FŰTHETŐ TÜKÖR#FŰTHETŐ ÜLÉS#HIFI#ISOFIX#KLÍMA#KÖDLÁMPA#LÉGZSÁK#MULTI KORMÁNY#PÓTKERÉK#RADAR#SZÍNEZETT ÜVEG#TEMPOMAT#USB#VISSZAGURULÁS-GÁTLÓ","","https://www.hasznaltauto.hu/auto/opel/zafira/opel_zafira_tourer_1.6_cdti_edition_7_szemelyes__opel_zafira-12004207","
						Magyarországon üzembehelyezett, garanciális, Edition Zafira, újszerű állapotban eladó, ... (hirdetéskód: 12004207)
					"
"OPEL INSIGNIA Sports Tourer 1.6 CDTI Active Start Stop Magyarországi Garanciális!!","5.099.000 Ft","? km-re  ·  2016/10  ·  Dízel  ·  1598 cm³  ·  100 kW (136 LE)  ·  50 900 km","GARANCIÁLIS#ALUFELNI#ASR#ÁLLÍTHATÓ KORMÁNY#BI-XENON#BLUETOOTH#CD-RÁDIÓ#CENTRÁLZÁR#ESP#ÉJJELLÁTÓ#FŰTHETŐ KORMÁNY#FŰTHETŐ TÜKÖR#FŰTHETŐ ÜLÉS#HIFI#ISOFIX#KLÍMA#KÖDLÁMPA#LÉGZSÁK#MULTI KORMÁNY#PÓTKERÉK#RADAR#SZÍNEZETT ÜVEG#TEMPOMAT#USB#VISSZAGURULÁS-GÁTLÓ","","https://www.hasznaltauto.hu/auto/opel/insignia/opel_insignia_sports_tourer_1.6_cdti_active_start_stop_magyarorszagi_garancialis-12009658","
						Kivül belül újszerű állapotú, magas felszereltségű(Bose audio system, navi, stb) insign... (hirdetéskód: 12009658)
					"
"MAZDA CX-5 2.2 CD Attraction 4WD Magyar! Garanciával!","5.190.000 Ft","? km-re  ·  2012/7  ·  Dízel  ·  2184 cm³  ·  110 kW (150 LE)  ·  76 750 km","GARANCIÁLIS#ALUFELNI#ASR#ÁLLÍTHATÓ KORMÁNY#BI-XENON#BLUETOOTH#CD-RÁDIÓ#CENTRÁLZÁR#ESP#FŰTHETŐ TÜKÖR#FŰTHETŐ ÜLÉS#ISOFIX#KLÍMA#KÖDLÁMPA#KULCSNÉLKÜLI INDÍTÁS#LÉGZSÁK#MULTI KORMÁNY#RADAR#SZÍNEZETT ÜVEG#TEMPOMAT#USB#VISSZAGURULÁS-GÁTLÓ#XENON","","https://www.hasznaltauto.hu/auto/mazda/cx-5/mazda_cx-5_2.2_cd_attraction_4wd_magyar_garanciaval-11866730","
						Vezetett szervizkönyv! Kormánykerék: multifunkciós, tempomattal Légkondícionáló berende... (hirdetéskód: 11866730)
					"
"MERCEDES-BENZ E 220 CDI BlueEFFICIENCY Elegance (Automata) Brabus tuning. Mo-i 1 tulajdon","5.190.000 Ft","? km-re  ·  2009/6  ·  Dízel  ·  2143 cm³  ·  125 kW (170 LE)  ·  99 553 km","GARANCIÁLIS#ASR#ESP#CENTRÁLZÁR#ISOFIX#ALUFELNI#AUTOMATA#ÁLLÍTHATÓ KORMÁNY#BI-XENON#BLUETOOTH#CD-RÁDIÓ#FŰTHETŐ TÜKÖR#FŰTHETŐ ÜLÉS#KIHANGOSÍTÓ#KLÍMA#KÖDLÁMPA#LÉGZSÁK#MULTI KORMÁNY#PARKRADAR#PÓTKERÉK#RADAR#SZÍNEZETT ÜVEG#TEMPOMAT#ÜLÉSHŰTÉS/SZELLŐZTETÉS#VISSZAGURULÁS-GÁTLÓ","","https://www.hasznaltauto.hu/auto/mercedes-benz/e_220/mercedes-benz_e_220_cdi_blueefficiency_elegance_automata_brabus_tuning._mo-i_1_tulajdon-12100077","
						magyarországi, vezetett szervizkönyves, kitűnő állapotban, perlbézs metál, bézs bőr bel... (hirdetéskód: 12100077)
					"
"BMW X1 xDrive18d (Automata) Garancia. kitűnő állapot","5.290.000 Ft","? km-re  ·  2011/10  ·  Dízel  ·  1995 cm³  ·  105 kW (143 LE)  ·  145 857 km","GARANCIÁLIS#ALUFELNI#ASR#AUTOMATA#ÁLLÍTHATÓ KORMÁNY#BLUETOOTH#BŐR#CD-RÁDIÓ#CENTRÁLZÁR#ESP#FŰTHETŐ TÜKÖR#FŰTHETŐ ÜLÉS#GPS#ISOFIX#KIHANGOSÍTÓ#KLÍMA#KÖDLÁMPA#LÉGZSÁK#MULTI KORMÁNY#RADAR#SZÍNEZETT ÜVEG#TEMPOMAT","","https://www.hasznaltauto.hu/auto/bmw/x1/bmw_x1_xdrive18d_automata_garancia._kituno_allapot-11891320","
						Főbb felszereltségek, sparkling barna metál fényezés, automata váltó, nevada bőrkárpit, ... (hirdetéskód: 11891320)
					"
"VOLVO XC60 2.4 D [D3] Kinetic Full Extra!","5.290.000 Ft","? km-re  ·  2010/8  ·  Dízel  ·  2400 cm³  ·  120 kW (163 LE)  ·  145 037 km","GARANCIÁLIS","","https://www.hasznaltauto.hu/auto/volvo/xc60/volvo_xc60_2.4_d_d3_kinetic_full_extra-12076686","
						ABS, EBD, DSTC, 6 légzsák, tempomat, tolatóradar hátul, elektromos tükrök, 4 elektromos... (hirdetéskód: 12076686)
					"
"VOLVO V40 1.6 D [D2] Kinetic VOLVOSELEKT!Xenon+ülésfűtés","5.390.000 Ft","? km-re  ·  2014/8  ·  Dízel  ·  1560 cm³  ·  84 kW (114 LE)  ·  17 900 km","GARANCIÁLIS#ALUFELNI#ASR#ÁLLÍTHATÓ KORMÁNY#BLUETOOTH#CD-RÁDIÓ#CENTRÁLZÁR#ESP#FŰTHETŐ TÜKÖR#FŰTHETŐ ÜLÉS#HIFI#ISOFIX#KLÍMA#LÉGZSÁK#MULTI KORMÁNY#RADAR#SZÍNEZETT ÜVEG#TEMPOMAT#USB#XENON","","https://www.hasznaltauto.hu/auto/volvo/v40/volvo_v40_1.6_d_d2_kinetic_volvoselektxenon_plusz_ulesfutes-9989049","
						2 ÉV műszaki vizsgával kerül átadásra! VOLVO SELEKT! ÁTVIZSGÁLT: teljes VOLVO szerviztö... (hirdetéskód: 9989049)
					"
"MERCEDES-BENZ E 350 CDI BlueEFFICIENCY Avantgarde (Automata) Magyaro.Szervízk.Panorámatető","5.490.000 Ft","? km-re  ·  2010/7  ·  Dízel  ·  2987 cm³  ·  170 kW (231 LE)  ·  162 121 km","GARANCIÁLIS#ALUFELNI#ASR#AUTOMATA#ÁLLÍTHATÓ KORMÁNY#BI-XENON#BLUETOOTH#BŐR#CD-RÁDIÓ#CENTRÁLZÁR#DVD#ESP#FŰTHETŐ TÜKÖR#FŰTHETŐ ÜLÉS#GPS#HIFI#KLÍMA#KÖDLÁMPA#KULCSNÉLKÜLI INDÍTÁS#LÉGZSÁK#MULTI KORMÁNY#PARKRADAR#RADAR#SPORTFUTÓMŰ#SZÍNEZETT ÜVEG#TEMPOMAT#ÜLÉSHŰTÉS/SZELLŐZTETÉS","","https://www.hasznaltauto.hu/auto/mercedes-benz/e_350/mercedes-benz_e_350_cdi_blueefficiency_avantgarde_automata_magyaro.szervizk.panoramateto-11853996","
						MAGYARORSZÁGI, VÉGIG MÁRKASZERVÍZBEN VEZETETT SZERVÍZÖNYVES, AKÁR + 1ÉV GARANCIÁVAL, PA... (hirdetéskód: 11853996)
					"
"MERCEDES-BENZ ML 320 CDI (Automata) Mo-i. 1 tuljdonos","5.490.000 Ft","? km-re  ·  2008/5  ·  Dízel  ·  2987 cm³  ·  165 kW (224 LE)  ·  132 361 km","GARANCIÁLIS#ASR#ESP#CENTRÁLZÁR#ISOFIX#AUTOMATA#ÁLLÍTHATÓ KORMÁNY#BI-XENON#BŐR#CD-RÁDIÓ#FŰTHETŐ KORMÁNY#FŰTHETŐ TÜKÖR#FŰTHETŐ ÜLÉS#GPS#KLÍMA#KÖDLÁMPA#KULCSNÉLKÜLI INDÍTÁS#LÉGZSÁK#MULTI KORMÁNY#PARKRADAR#RADAR#SZÍNEZETT ÜVEG#TEMPOMAT","","https://www.hasznaltauto.hu/auto/mercedes-benz/ml_320/mercedes-benz_ml_320_cdi_automata_mo-i._1_tuljdonos-11964097","
						magyarországi, vezetett szervizkönyves, első tulajdonostól, tanzanit-kék metálfényezés, ... (hirdetéskód: 11964097)
					"
